transaction_id,customer_id,card_number,timestamp,amount,merchant_id,merchant_category,merchant_lat,merchant_long,is_fraud,fraud_type,hour,day_of_week,month,distance_from_home
TXN_00052773,CUST_01603,CARD_55940,2026-01-20T16:16:15.805431Z,4982.02,MERCHANT_0639,electronics,17.3714,79.7749,0,none,16,1,1,478.84
TXN_00081936,CUST_00521,CARD_75405,2026-01-01T01:33:15.805431Z,603.92,MERCHANT_1020,luxury_goods,26.9155,75.5793,0,none,1,3,1,256.62
TXN_00072928,CUST_04377,CARD_21512,2026-01-03T05:09:15.805431Z,10336.81,MERCHANT_0309,restaurant,23.9157,75.3298,0,none,5,5,1,180.37
TXN_00084837,CUST_01726,CARD_31818,2025-12-26T01:04:15.805431Z,975.6,MERCHANT_0870,grocery,15.5825,74.2415,0,none,1,4,12,335.27
TXN_00096268,CUST_00800,CARD_84332,2026-01-04T03:26:15.805431Z,122.46,MERCHANT_0588,retail,22.4764,76.8281,0,none,3,6,1,251.67
TXN_00085495,CUST_02431,CARD_71397,2026-01-02T16:04:15.805431Z,482.49,MERCHANT_0375,restaurant,17.9232,72.3614,0,none,16,4,1,263.21
TXN_00014924,CUST_03471,CARD_02888,2026-01-07T01:29:15.805431Z,1419.42,MERCHANT_1407,restaurant,19.8826,81.2456,0,none,1,2,1,310.88
TXN_00092617,CUST_03173,CARD_70540,2026-01-11T06:29:15.805431Z,69.18,MERCHANT_1161,luxury_goods,19.6086,79.2696,0,none,6,6,1,127.42
TXN_00099090,CUST_02653,CARD_02851,2026-01-08T12:58:45.805431Z,8926.42,MERCHANT_0066,luxury_goods,38.2155,98.0742,1,account_takeover,12,3,1,2484.17
TXN_00043688,CUST_02755,CARD_28247,2026-01-10T06:54:15.805431Z,1067.94,MERCHANT_0312,electronics,18.79,79.747,0,none,6,5,1,173.55
TXN_00067149,CUST_01120,CARD_84500,2026-01-09T15:46:15.805431Z,3674.0,MERCHANT_1874,retail,17.9269,82.3916,0,none,15,4,1,70.23
TXN_00047348,CUST_01232,CARD_10500,2026-01-13T02:23:15.805431Z,1083.02,MERCHANT_1073,retail,20.7907,70.6518,0,none,2,1,1,329.51
TXN_00003505,CUST_04818,CARD_17796,2025-12-31T18:16:15.805431Z,396.12,MERCHANT_0199,electronics,18.7604,70.1371,0,none,18,2,12,250.63
TXN_00069264,CUST_04977,CARD_42730,2025-12-27T12:44:15.805431Z,2831.46,MERCHANT_1527,gas,12.5017,75.3723,0,none,12,5,12,425.62
TXN_00000760,CUST_03156,CARD_95322,2025-12-23T23:45:15.805431Z,211.42,MERCHANT_0848,restaurant,20.9552,84.1614,0,none,23,1,12,169.01
TXN_00045300,CUST_01063,CARD_97746,2026-01-19T04:30:15.805431Z,329.88,MERCHANT_0395,retail,23.1191,81.0032,0,none,4,0,1,277.74
TXN_00056367,CUST_03611,CARD_20123,2026-01-23T04:01:15.805431Z,28282.8,MERCHANT_0570,electronics,24.4636,68.7421,0,none,4,4,1,218.26
TXN_00018441,CUST_03007,CARD_26162,2026-01-18T03:12:15.805431Z,431.58,MERCHANT_1119,jewelry,21.6634,78.1522,0,none,3,6,1,649.31
TXN_00002619,CUST_00940,CARD_88324,2026-01-14T14:25:15.805431Z,73.47,MERCHANT_0280,gas,6.9456,78.428,0,none,14,2,1,696.44
TXN_00071389,CUST_01727,CARD_40041,2025-12-24T22:16:15.805431Z,163.05,MERCHANT_0402,grocery,19.4203,76.2936,0,none,22,2,12,61.12
TXN_00083880,CUST_00315,CARD_25898,2026-01-22T09:58:15.805431Z,1113.06,MERCHANT_1169,grocery,20.2187,87.9877,0,none,9,3,1,377.1
TXN_00059840,CUST_01655,CARD_47321,2025-12-24T06:36:15.805431Z,8.25,MERCHANT_0926,retail,28.0549,80.044,0,none,6,2,12,183.04
TXN_00026857,CUST_01667,CARD_32419,2025-12-26T22:58:15.805431Z,213.37,MERCHANT_1808,electronics,25.9379,80.2883,0,none,22,4,12,327.45
TXN_00007803,CUST_01995,CARD_51087,2025-12-29T22:50:15.805431Z,460.02,MERCHANT_1268,electronics,29.3627,74.5156,0,none,22,0,12,109.4
TXN_00073073,CUST_00911,CARD_62241,2026-01-10T20:49:15.805431Z,44.08,MERCHANT_1658,luxury_goods,20.2098,79.2026,0,none,20,5,1,33.84
TXN_00097502,CUST_02248,CARD_98066,2026-01-03T17:29:15.805431Z,1510.47,MERCHANT_0994,gas,23.7888,85.3497,0,none,17,5,1,236.03
TXN_00014398,CUST_04392,CARD_00905,2026-01-16T06:57:15.805431Z,121.76,MERCHANT_0554,retail,25.7685,74.2132,0,none,6,4,1,135.31
TXN_00036624,CUST_03714,CARD_54558,2026-01-06T04:47:15.805431Z,1827.87,MERCHANT_1011,retail,17.7771,73.8454,0,none,4,1,1,152.91
TXN_00084136,CUST_02531,CARD_02017,2026-01-22T22:47:15.805431Z,215.93,MERCHANT_0230,gas,16.9716,85.5448,0,none,22,3,1,273.17
TXN_00002727,CUST_02706,CARD_95849,2026-01-18T04:33:15.805431Z,149.31,MERCHANT_0007,restaurant,17.6442,75.7112,0,none,4,6,1,75.79
TXN_00028188,CUST_00761,CARD_94046,2025-12-29T20:11:15.805431Z,1020.27,MERCHANT_1778,electronics,30.0162,79.6605,0,none,20,0,12,427.7
TXN_00034030,CUST_03500,CARD_55469,2026-01-11T10:53:15.805431Z,365.96,MERCHANT_0831,grocery,18.9155,80.2742,0,none,10,6,1,197.16
TXN_00051464,CUST_02647,CARD_77156,2026-01-19T18:09:15.805431Z,1206.82,MERCHANT_0408,grocery,13.5032,74.2719,0,none,18,0,1,44.73
TXN_00012357,CUST_01616,CARD_71051,2026-01-04T23:26:15.805431Z,474.2,MERCHANT_1736,retail,12.1247,67.0554,0,none,23,6,1,734.53
TXN_00053986,CUST_00128,CARD_10540,2025-12-27T01:33:15.805431Z,586.76,MERCHANT_0267,gas,15.7139,76.1473,0,none,1,5,12,305.09
TXN_00027907,CUST_04125,CARD_26835,2025-12-31T03:20:15.805431Z,2966.02,MERCHANT_0177,jewelry,41.9227,80.2281,0,none,3,2,12,526.05
TXN_00096579,CUST_02286,CARD_40230,2026-01-15T07:59:15.805431Z,535.46,MERCHANT_1598,retail,18.6147,77.3793,0,none,7,3,1,111.92
TXN_00097396,CUST_03278,CARD_43733,2026-01-06T21:14:15.805431Z,93.69,MERCHANT_0656,restaurant,23.5776,71.8414,0,none,21,1,1,487.87
TXN_00051253,CUST_02405,CARD_73741,2026-01-14T02:48:15.805431Z,180.5,MERCHANT_0736,grocery,26.7081,77.3359,0,none,2,2,1,122.79
TXN_00078782,CUST_00504,CARD_38654,2026-01-04T02:56:15.805431Z,57.29,MERCHANT_1507,grocery,26.4771,81.3035,0,none,2,6,1,177.44
TXN_00001970,CUST_02363,CARD_21586,2026-01-23T04:31:15.805431Z,845.25,MERCHANT_0224,electronics,20.9417,62.7127,0,none,4,4,1,93.39
TXN_00025361,CUST_03499,CARD_79370,2026-01-01T01:28:15.805431Z,484.68,MERCHANT_1327,electronics,23.0173,77.813,0,none,1,3,1,218.85
TXN_00023144,CUST_01536,CARD_62565,2026-01-12T09:19:15.805431Z,40.66,MERCHANT_1185,grocery,15.6821,85.601,0,none,9,0,1,256.92
TXN_00039904,CUST_00017,CARD_83973,2026-01-07T23:05:15.805431Z,40.59,MERCHANT_0844,electronics,19.4351,74.6622,0,none,23,2,1,159.3
TXN_00052723,CUST_02900,CARD_93717,2026-01-09T09:17:15.805431Z,1433.67,MERCHANT_1750,jewelry,23.2384,74.0909,0,none,9,4,1,166.44
TXN_00028344,CUST_03052,CARD_72704,2026-01-19T00:24:15.805431Z,761.57,MERCHANT_1320,jewelry,16.7769,79.3884,0,none,0,0,1,249.78
TXN_00088059,CUST_01250,CARD_13907,2025-12-27T22:21:15.805431Z,1544.48,MERCHANT_1496,luxury_goods,25.0614,80.301,0,none,22,5,12,68.02
TXN_00056566,CUST_00160,CARD_19618,2026-01-13T01:06:15.805431Z,423.23,MERCHANT_1773,gas,21.0711,76.9722,0,none,1,1,1,188.01
TXN_00044053,CUST_01459,CARD_77573,2026-01-13T21:09:15.805431Z,284.47,MERCHANT_1787,grocery,20.3753,82.1012,0,none,21,1,1,76.39
TXN_00070256,CUST_04053,CARD_79754,2026-01-13T00:34:15.805431Z,26.11,MERCHANT_1854,grocery,13.7023,67.7342,0,none,0,1,1,188.29
TXN_00073468,CUST_00297,CARD_57384,2026-01-01T22:32:15.805431Z,1449.7,MERCHANT_0358,grocery,21.6232,81.0739,0,none,22,3,1,158.51
TXN_00018524,CUST_01312,CARD_73180,2026-01-18T03:54:15.805431Z,228.74,MERCHANT_0637,electronics,22.8275,83.6167,0,none,3,6,1,319.25
TXN_00095581,CUST_04484,CARD_48928,2026-01-10T09:33:15.805431Z,537.38,MERCHANT_0636,gas,16.172,80.0551,0,none,9,5,1,292.63
TXN_00011255,CUST_04412,CARD_96744,2025-12-26T00:44:15.805431Z,615.76,MERCHANT_0030,electronics,23.1733,74.8629,0,none,0,4,12,164.76
TXN_00053962,CUST_00929,CARD_89178,2026-01-03T09:31:15.805431Z,7694.66,MERCHANT_1472,grocery,27.807,80.1984,0,none,9,5,1,246.34
TXN_00083056,CUST_03392,CARD_19118,2026-01-20T18:22:15.805431Z,308.47,MERCHANT_1876,gas,24.1823,79.7139,0,none,18,1,1,424.45
TXN_00060024,CUST_00294,CARD_10778,2025-12-25T05:59:15.805431Z,201.9,MERCHANT_1733,luxury_goods,20.2448,74.9783,0,none,5,3,12,218.37
TXN_00014635,CUST_02662,CARD_40044,2026-01-17T03:39:15.805431Z,139.72,MERCHANT_1465,electronics,26.226,79.2744,0,none,3,5,1,77.52
TXN_00057239,CUST_04006,CARD_43654,2026-01-22T17:27:15.805431Z,1491.59,MERCHANT_1937,restaurant,18.7476,80.6914,0,none,17,3,1,63.63
TXN_00064774,CUST_03443,CARD_50405,2025-12-26T23:29:15.805431Z,192.81,MERCHANT_1276,restaurant,24.5862,71.7646,0,none,23,4,12,469.33
TXN_00009170,CUST_03759,CARD_40838,2026-01-09T07:40:15.805431Z,262.04,MERCHANT_0142,grocery,27.5654,77.172,0,none,7,4,1,222.71
TXN_00025626,CUST_04120,CARD_74460,2025-12-23T23:23:15.805431Z,731.09,MERCHANT_0317,jewelry,24.9693,75.4485,0,none,23,1,12,431.86
TXN_00037784,CUST_03063,CARD_96036,2025-12-25T02:40:15.805431Z,106.18,MERCHANT_0124,electronics,27.5542,76.5653,0,none,2,3,12,165.61
TXN_00087357,CUST_04931,CARD_33948,2025-12-30T08:14:15.805431Z,1577.36,MERCHANT_0148,luxury_goods,23.6002,78.5906,0,none,8,1,12,278.72
TXN_00086585,CUST_03140,CARD_56462,2025-12-30T04:37:15.805431Z,1004.66,MERCHANT_1057,restaurant,11.0039,76.3963,0,none,4,1,12,500.78
TXN_00092403,CUST_04102,CARD_49348,2026-01-07T01:32:15.805431Z,174.69,MERCHANT_0489,grocery,18.4645,75.7025,0,none,1,2,1,101.41
TXN_00084115,CUST_04306,CARD_47278,2026-01-11T01:07:15.805431Z,854.33,MERCHANT_0423,restaurant,18.3039,80.1127,0,none,1,6,1,185.68
TXN_00096875,CUST_02810,CARD_79088,2026-01-22T04:04:15.805431Z,246.68,MERCHANT_0666,jewelry,20.6083,78.0616,0,none,4,3,1,215.84
TXN_00010315,CUST_03825,CARD_25887,2025-12-23T23:34:15.805431Z,552.5,MERCHANT_0237,jewelry,15.2417,71.8746,0,none,23,1,12,196.46
TXN_00028564,CUST_04498,CARD_28247,2025-12-30T21:13:15.805431Z,539.62,MERCHANT_1136,retail,18.1045,80.8836,0,none,21,1,12,304.55
TXN_00026339,CUST_02718,CARD_46287,2026-01-08T19:56:15.805431Z,828.11,MERCHANT_1153,retail,23.6926,75.482,0,none,19,3,1,56.79
TXN_00069019,CUST_04848,CARD_56794,2025-12-30T18:59:15.805431Z,36.98,MERCHANT_1935,gas,19.3011,73.8974,0,none,18,1,12,114.39
TXN_00067155,CUST_02895,CARD_15306,2026-01-06T19:02:15.805431Z,285.36,MERCHANT_1618,grocery,9.1956,81.7054,0,none,19,1,1,386.2
TXN_00063087,CUST_04189,CARD_70174,2026-01-18T06:40:15.805431Z,538.72,MERCHANT_1123,gas,14.3648,73.1461,0,none,6,6,1,142.94
TXN_00075812,CUST_01560,CARD_06103,2026-01-04T05:15:15.805431Z,578.42,MERCHANT_1439,restaurant,21.6726,90.342,0,none,5,6,1,560.4
TXN_00010779,CUST_00841,CARD_39407,2026-01-13T05:45:15.805431Z,3286.12,MERCHANT_0328,retail,22.0242,80.0577,0,none,5,1,1,141.13
TXN_00034532,CUST_04494,CARD_04240,2025-12-30T17:45:15.805431Z,700.28,MERCHANT_1576,electronics,18.4809,76.5437,0,none,17,1,12,158.04
TXN_00086853,CUST_03450,CARD_12013,2026-01-01T01:59:15.805431Z,1719.69,MERCHANT_1531,jewelry,19.4054,70.1909,0,none,1,3,1,182.57
TXN_00075820,CUST_02297,CARD_69757,2026-01-17T18:54:15.805431Z,2087.49,MERCHANT_0487,retail,21.6973,68.1213,0,none,18,5,1,180.73
TXN_00084460,CUST_04102,CARD_49348,2025-12-31T09:09:15.805431Z,5217.34,MERCHANT_1308,luxury_goods,12.9676,74.0927,0,none,9,2,12,555.3
TXN_00053222,CUST_00980,CARD_32598,2025-12-27T03:02:15.805431Z,1181.16,MERCHANT_0222,retail,24.5664,83.9483,0,none,3,5,12,415.47
TXN_00032624,CUST_00872,CARD_80582,2025-12-26T02:07:15.805431Z,43.54,MERCHANT_0563,retail,16.524,85.9291,0,none,2,4,12,506.34
TXN_00017458,CUST_03561,CARD_91568,2026-01-04T15:13:15.805431Z,682.25,MERCHANT_1469,gas,17.0989,72.6053,0,none,15,6,1,270.67
TXN_00007500,CUST_00243,CARD_92079,2026-01-10T18:13:15.805431Z,2383.03,MERCHANT_1323,retail,14.4376,73.4142,0,none,18,5,1,312.57
TXN_00079286,CUST_02930,CARD_74123,2026-01-10T07:30:15.805431Z,140.34,MERCHANT_1898,jewelry,17.843,76.2185,0,none,7,5,1,145.21
TXN_00002125,CUST_00183,CARD_30033,2026-01-02T11:51:15.805431Z,2478.69,MERCHANT_1169,restaurant,23.297,77.6968,0,none,11,4,1,112.19
TXN_00045167,CUST_02783,CARD_62006,2026-01-03T06:55:15.805431Z,90.05,MERCHANT_1973,retail,23.7481,79.5008,0,none,6,5,1,448.17
TXN_00088651,CUST_01090,CARD_66728,2026-01-03T03:20:15.805431Z,155.21,MERCHANT_0120,grocery,27.9028,79.7212,0,none,3,5,1,320.13
TXN_00068737,CUST_02358,CARD_80242,2025-12-24T18:14:15.805431Z,984.7,MERCHANT_1845,electronics,24.8749,78.4252,0,none,18,2,12,432.33
TXN_00007230,CUST_02589,CARD_79660,2026-01-05T21:30:15.805431Z,800.62,MERCHANT_0711,retail,12.6828,67.7668,0,none,21,0,1,260.71
TXN_00044078,CUST_02471,CARD_99717,2026-01-20T09:56:15.805431Z,435.64,MERCHANT_1251,grocery,23.3023,76.0507,0,none,9,1,1,193.91
TXN_00085717,CUST_01171,CARD_12444,2026-01-20T17:24:15.805431Z,846.6,MERCHANT_1880,retail,23.9159,77.5926,0,none,17,1,1,353.52
TXN_00059491,CUST_04915,CARD_96229,2025-12-30T19:47:15.805431Z,193.06,MERCHANT_0415,gas,20.9446,76.0039,0,none,19,1,12,253.47
TXN_00012141,CUST_03784,CARD_53160,2026-01-04T20:35:15.805431Z,64.68,MERCHANT_1911,luxury_goods,18.0417,69.3271,0,none,20,6,1,379.89
TXN_00027142,CUST_04382,CARD_85546,2025-12-26T04:54:15.805431Z,2178.45,MERCHANT_0872,gas,17.2187,82.7925,0,none,4,4,12,301.99
TXN_00034587,CUST_00605,CARD_81541,2026-01-13T04:20:15.805431Z,1979.85,MERCHANT_0905,luxury_goods,10.3068,86.5463,0,none,4,1,1,385.45
TXN_00037951,CUST_02027,CARD_29741,2026-01-21T18:02:15.805431Z,810.83,MERCHANT_0686,electronics,24.5879,82.8861,0,none,18,2,1,354.29
TXN_00079379,CUST_03747,CARD_46867,2025-12-27T01:00:15.805431Z,203.92,MERCHANT_1009,luxury_goods,17.5535,77.1195,0,none,1,5,12,196.38
TXN_00096000,CUST_04790,CARD_80059,2025-12-30T23:27:15.805431Z,429.4,MERCHANT_1090,luxury_goods,19.1116,77.1048,0,none,23,1,12,437.12
TXN_00046264,CUST_02319,CARD_03838,2026-01-13T08:51:15.805431Z,1588.79,MERCHANT_1827,gas,24.514,74.6606,0,none,8,1,1,233.47
TXN_00053152,CUST_01130,CARD_55116,2026-01-14T09:49:15.805431Z,5564.54,MERCHANT_1145,jewelry,4.7414,80.7986,0,none,9,2,1,328.25
TXN_00088409,CUST_02963,CARD_77219,2026-01-17T12:52:15.805431Z,107.31,MERCHANT_1027,gas,11.1002,74.0715,0,none,12,5,1,103.53
TXN_00026692,CUST_02070,CARD_12508,2026-01-06T07:51:15.805431Z,91.96,MERCHANT_1682,luxury_goods,25.3069,81.599,0,none,7,1,1,264.68
TXN_00058549,CUST_01652,CARD_75950,2026-01-02T00:15:15.805431Z,1337.39,MERCHANT_0470,electronics,20.6271,72.3492,0,none,0,4,1,193.23
TXN_00028691,CUST_00167,CARD_99105,2025-12-24T10:35:15.805431Z,714.08,MERCHANT_0088,restaurant,22.7133,73.3846,0,none,10,2,12,297.76
TXN_00089410,CUST_02937,CARD_89642,2026-01-09T02:45:15.805431Z,230.77,MERCHANT_0997,jewelry,23.2295,74.3114,0,none,2,4,1,93.28
TXN_00042804,CUST_04547,CARD_25802,2026-01-13T10:16:15.805431Z,283.63,MERCHANT_1508,restaurant,12.9201,84.0174,0,none,10,1,1,255.92
TXN_00027920,CUST_04459,CARD_08878,2026-01-07T20:19:15.805431Z,95.98,MERCHANT_0804,retail,26.3847,76.0183,0,none,20,2,1,338.6
TXN_00073008,CUST_03832,CARD_18016,2026-01-10T02:10:15.805431Z,445.76,MERCHANT_1443,luxury_goods,19.4806,82.4751,0,none,2,5,1,251.22
TXN_00052548,CUST_03003,CARD_98738,2025-12-31T00:14:15.805431Z,620.96,MERCHANT_0019,restaurant,20.8001,83.2647,0,none,0,2,12,142.53
TXN_00039907,CUST_02417,CARD_13932,2025-12-26T22:09:15.805431Z,394.01,MERCHANT_1142,luxury_goods,24.6302,80.8768,0,none,22,4,12,171.32
TXN_00072737,CUST_01818,CARD_71099,2025-12-27T02:02:15.805431Z,458.04,MERCHANT_1738,jewelry,19.6545,77.6366,0,none,2,5,12,436.86
TXN_00056068,CUST_00023,CARD_26978,2026-01-07T14:17:15.805431Z,6482.7,MERCHANT_0757,luxury_goods,11.3983,71.1805,0,none,14,2,1,496.7
TXN_00014994,CUST_00149,CARD_03120,2026-01-22T02:20:15.805431Z,111.3,MERCHANT_1694,gas,25.0812,79.0347,0,none,2,3,1,147.5
TXN_00030704,CUST_01983,CARD_41579,2025-12-23T19:46:15.805431Z,11760.72,MERCHANT_1054,restaurant,18.2709,78.5602,0,none,19,1,12,247.92
TXN_00037259,CUST_02205,CARD_55116,2026-01-07T06:08:15.805431Z,127.04,MERCHANT_0028,electronics,24.075,85.6604,0,none,6,2,1,251.21
TXN_00075774,CUST_00929,CARD_89178,2026-01-13T12:28:15.805431Z,2244.91,MERCHANT_1578,luxury_goods,27.8944,79.23,0,none,12,1,1,154.01
TXN_00054184,CUST_01681,CARD_05695,2025-12-25T22:25:15.805431Z,299.88,MERCHANT_0462,restaurant,13.2561,72.6813,0,none,22,3,12,290.79
TXN_00009711,CUST_03476,CARD_54644,2026-01-09T14:06:15.805431Z,1113.4,MERCHANT_0110,gas,13.0554,88.1857,0,none,14,4,1,376.86
TXN_00019423,CUST_04664,CARD_72177,2026-01-06T05:21:15.805431Z,41.29,MERCHANT_0693,retail,18.8231,83.6095,0,none,5,1,1,258.19
TXN_00061629,CUST_00917,CARD_35291,2026-01-15T00:16:15.805431Z,245.31,MERCHANT_0131,retail,27.9714,81.5707,0,none,0,3,1,312.92
TXN_00084761,CUST_02518,CARD_41188,2025-12-25T21:32:15.805431Z,117.19,MERCHANT_1077,retail,21.1173,94.9666,0,none,21,3,12,535.29
TXN_00099633,CUST_01010,CARD_19398,2026-01-18T15:26:18.805431Z,345.67,MERCHANT_0198,restaurant,22.8117,72.3711,1,merchant_collusion,15,6,1,114.04
TXN_00082248,CUST_01415,CARD_84509,2026-01-14T03:04:15.805431Z,201.02,MERCHANT_0561,jewelry,26.4508,77.7839,0,none,3,2,1,138.67
TXN_00014741,CUST_01787,CARD_77784,2025-12-24T16:53:15.805431Z,783.38,MERCHANT_1282,retail,22.814,83.524,0,none,16,2,12,375.18
TXN_00010307,CUST_03231,CARD_21381,2025-12-26T18:29:15.805431Z,330.5,MERCHANT_1641,electronics,21.322,73.1951,0,none,18,4,12,298.87
TXN_00042494,CUST_02796,CARD_37002,2026-01-13T12:17:15.805431Z,344.64,MERCHANT_0689,gas,18.5695,74.557,0,none,12,1,1,341.39
TXN_00040092,CUST_00966,CARD_48864,2026-01-13T18:51:15.805431Z,63.76,MERCHANT_0479,electronics,14.8548,78.4869,0,none,18,1,1,321.61
TXN_00009596,CUST_03376,CARD_08383,2025-12-26T16:59:15.805431Z,705.89,MERCHANT_1364,electronics,23.9764,72.8032,0,none,16,4,12,264.79
TXN_00020730,CUST_00346,CARD_00671,2026-01-11T10:49:15.805431Z,2948.68,MERCHANT_1138,electronics,18.3447,84.8194,0,none,10,6,1,49.79
TXN_00009947,CUST_01025,CARD_90530,2026-01-19T22:14:15.805431Z,497.6,MERCHANT_0797,jewelry,20.921,81.1141,0,none,22,0,1,261.7
TXN_00000262,CUST_04500,CARD_28043,2025-12-28T09:26:15.805431Z,214.04,MERCHANT_0590,restaurant,13.6653,85.2265,0,none,9,6,12,458.6
TXN_00034724,CUST_01599,CARD_42585,2026-01-15T03:07:15.805431Z,42.52,MERCHANT_0952,jewelry,24.9305,65.6864,0,none,3,3,1,399.84
TXN_00012433,CUST_04729,CARD_37032,2026-01-21T03:22:15.805431Z,183.64,MERCHANT_0303,electronics,26.5426,73.9409,0,none,3,2,1,576.71
TXN_00013191,CUST_02829,CARD_11251,2026-01-11T01:04:15.805431Z,2934.63,MERCHANT_1656,gas,28.9153,74.3103,0,none,1,6,1,569.08
TXN_00061575,CUST_01030,CARD_25609,2025-12-30T23:32:15.805431Z,536.74,MERCHANT_0035,gas,18.5758,81.451,0,none,23,1,12,402.87
TXN_00021223,CUST_04682,CARD_91873,2026-01-17T00:01:15.805431Z,802.25,MERCHANT_1357,retail,20.1663,78.6122,0,none,0,5,1,113.61
TXN_00064841,CUST_04136,CARD_72267,2026-01-07T09:04:15.805431Z,186.66,MERCHANT_0702,retail,13.9339,82.5009,0,none,9,2,1,205.65
TXN_00099980,CUST_03633,CARD_32719,2026-01-01T18:10:43.805431Z,2310.0,MERCHANT_1999,electronics,16.3168,59.644,1,card_cloning,18,3,1,1739.26
TXN_00067050,CUST_02730,CARD_70724,2026-01-16T19:10:15.805431Z,65.59,MERCHANT_0346,jewelry,12.6609,76.12,0,none,19,4,1,363.82
TXN_00075024,CUST_00293,CARD_25520,2026-01-20T00:15:15.805431Z,376.03,MERCHANT_1496,restaurant,19.9214,79.5529,0,none,0,1,1,188.46
TXN_00052933,CUST_00733,CARD_61306,2026-01-04T01:28:15.805431Z,905.77,MERCHANT_1729,restaurant,15.49,80.6388,0,none,1,6,1,279.52
TXN_00074043,CUST_02144,CARD_02981,2026-01-17T09:07:15.805431Z,528.23,MERCHANT_0369,electronics,17.6676,78.5181,0,none,9,5,1,161.63
TXN_00030985,CUST_03558,CARD_61793,2025-12-28T19:32:15.805431Z,176.89,MERCHANT_0746,electronics,26.0139,75.7095,0,none,19,6,12,109.35
TXN_00094917,CUST_00946,CARD_89875,2026-01-22T20:11:15.805431Z,1176.7,MERCHANT_0716,restaurant,22.5368,82.5437,0,none,20,3,1,373.82
TXN_00011590,CUST_01121,CARD_35167,2026-01-05T06:46:15.805431Z,84.26,MERCHANT_1718,jewelry,21.2282,81.7944,0,none,6,0,1,14.98
TXN_00054124,CUST_04980,CARD_75529,2026-01-15T07:25:15.805431Z,323.64,MERCHANT_0642,electronics,23.7564,79.5622,0,none,7,3,1,156.01
TXN_00058680,CUST_01330,CARD_86127,2026-01-16T21:34:15.805431Z,282.37,MERCHANT_1762,restaurant,19.0178,81.1722,0,none,21,4,1,276.93
TXN_00085680,CUST_01455,CARD_41578,2026-01-14T19:29:15.805431Z,7229.61,MERCHANT_0040,luxury_goods,16.4952,84.6622,0,none,19,2,1,214.74
TXN_00034957,CUST_03160,CARD_50399,2026-01-11T04:03:15.805431Z,96.42,MERCHANT_1258,gas,24.5063,76.9831,0,none,4,6,1,175.49
TXN_00014759,CUST_02778,CARD_55609,2026-01-13T05:22:15.805431Z,234.44,MERCHANT_0408,jewelry,18.9382,72.6687,0,none,5,1,1,179.56
TXN_00088655,CUST_03050,CARD_51329,2025-12-28T01:17:15.805431Z,485.94,MERCHANT_1662,luxury_goods,19.4946,74.9115,0,none,1,6,12,256.31
TXN_00031685,CUST_00758,CARD_15818,2025-12-27T19:16:15.805431Z,469.17,MERCHANT_0148,luxury_goods,22.244,76.2136,0,none,19,5,12,319.2
TXN_00077845,CUST_01888,CARD_76689,2026-01-08T18:22:15.805431Z,608.25,MERCHANT_0689,jewelry,10.4791,83.8722,0,none,18,3,1,311.63
TXN_00067569,CUST_00799,CARD_00965,2026-01-05T15:48:15.805431Z,8110.07,MERCHANT_1011,luxury_goods,23.9082,91.872,0,none,15,0,1,267.83
TXN_00009118,CUST_04029,CARD_38660,2026-01-15T01:12:15.805431Z,313.94,MERCHANT_0570,grocery,21.4599,77.6734,0,none,1,3,1,54.67
TXN_00046070,CUST_02006,CARD_41463,2025-12-23T18:24:15.805431Z,51.27,MERCHANT_1322,gas,22.7677,70.1083,0,none,18,1,12,296.83
TXN_00025133,CUST_01446,CARD_87043,2026-01-20T08:16:15.805431Z,237.17,MERCHANT_0332,gas,20.9758,68.2029,0,none,8,1,1,37.72
TXN_00060400,CUST_00273,CARD_97979,2025-12-25T01:01:15.805431Z,623.54,MERCHANT_0854,jewelry,6.8092,73.0397,0,none,1,3,12,266.13
TXN_00013092,CUST_02107,CARD_19541,2026-01-08T05:17:15.805431Z,823.85,MERCHANT_1103,restaurant,25.2014,70.9346,0,none,5,3,1,145.25
TXN_00073187,CUST_02768,CARD_47405,2026-01-06T00:36:15.805431Z,1622.57,MERCHANT_0295,retail,21.4019,94.7856,0,none,0,1,1,389.02
TXN_00063866,CUST_04503,CARD_40578,2026-01-22T16:02:15.805431Z,88.11,MERCHANT_0016,grocery,22.5651,72.5894,0,none,16,3,1,311.78
TXN_00029132,CUST_01324,CARD_73319,2026-01-17T00:37:15.805431Z,134.0,MERCHANT_0076,luxury_goods,18.3917,73.198,0,none,0,5,1,138.68
TXN_00022646,CUST_01475,CARD_67959,2026-01-04T05:10:15.805431Z,87.58,MERCHANT_1173,jewelry,21.2162,72.2049,0,none,5,6,1,226.01
TXN_00020302,CUST_03139,CARD_80568,2026-01-18T01:36:15.805431Z,580.12,MERCHANT_0755,luxury_goods,23.6549,79.5938,0,none,1,6,1,228.1
TXN_00054685,CUST_03756,CARD_88423,2026-01-21T00:37:15.805431Z,874.76,MERCHANT_1157,electronics,28.9482,90.957,0,none,0,2,1,41.22
TXN_00046817,CUST_04461,CARD_36931,2026-01-06T23:21:15.805431Z,97.47,MERCHANT_1748,gas,29.5406,81.492,0,none,23,1,1,80.52
TXN_00031128,CUST_01941,CARD_31999,2026-01-06T04:48:15.805431Z,1935.82,MERCHANT_0670,electronics,25.1696,82.5744,0,none,4,1,1,440.3
